species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Cyanopsitta_spixii,Cyanopsitta spixii,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,Spix's macaw,NA,NA,NA,NA,NA,NA,27,324,NA,NA,acceptable,200,324,NA,NA,NA,324,NA
Cyanoramphus_auriceps,Cyanoramphus auriceps,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Yellow-fronted parakeet,NA,NA,NA,NA,NA,NA,9.3,111.6,NA,NA,acceptable,46,111.6,NA,NA,NA,111.6,NA
Cyanoramphus_novaezelandiae,Cyanoramphus novaezelandiae,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,Red-fronted parakeet,NA,NA,NA,NA,NA,NA,12.4,148.8,NA,NA,acceptable,92.6,148.8,NA,NA,NA,148.8,NA
Cyclemys_dentata,Cyclemys dentata,Chordata,Reptilia,Testudines,Geoemydidae,Cyclemys,Asian leaf turtle,NA,NA,NA,NA,NA,NA,14.7,176.4,NA,NA,acceptable,1250,176.4,NA,NA,NA,176.4,NA
Cycleptus_elongatus,Cycleptus elongatus,Chordata,Teleostei,Cypriniformes,Catostomidae,Cycleptus,Blue sucker,NA,NA,NA,NA,NA,NA,13,156,NA,NA,acceptable,8560,156,NA,NA,NA,156,NA
Cycleptus_meridionalis,Cycleptus meridionalis,Chordata,Teleostei,Cypriniformes,Catostomidae,Cycleptus,Southeastern blue sucker,NA,NA,NA,NA,NA,NA,33,396,NA,NA,acceptable,NA,396,NA,NA,NA,396,NA
Cyclodina_macgregori,Cyclodina macgregori,Chordata,Reptilia,Squamata,Scincidae,Cyclodina,Mcgregor's skink,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,240,NA,NA,NA,240,NA
Cyclothone_braueri,Cyclothone braueri,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,Brauer's bristlemouth,NA,NA,NA,NA,NA,NA,1,12,NA,NA,acceptable,NA,12,NA,NA,NA,12,NA
Cyclura_cornuta,Cyclura cornuta,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,Rhinoceros iguana,NA,NA,NA,NA,2191,2557,22.9,274.8,NA,NA,acceptable,16578.115,274.8,NA,NA,NA,274.8,NA
Cyclura_cychlura,Cyclura cychlura,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,Andros island iguana,NA,NA,NA,NA,3652,NA,23.4,280.8,NA,NA,acceptable,6754.63,280.8,NA,NA,NA,280.8,NA
Cyclura_nubila,Cyclura nubila,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,Cayman rock iguana,NA,NA,NA,NA,2009,2009,47.6,571.2,NA,NA,acceptable,4100,571.2,NA,NA,NA,571.2,NA
Cygnus_atratus,Cygnus atratus,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Black swan,NA,NA,NA,NA,821,821,24.7,296.4,NA,NA,acceptable,NA,NA,NA,NA,12.53214667,296.4,NA
Cygnus_buccinator,Cygnus buccinator,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Trumpeter swan,NA,NA,NA,NA,730,730,32.5,390,NA,NA,acceptable,13000,390,NA,NA,NA,390,NA
Cygnus_columbianus,Cygnus columbianus,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Tundra swan,NA,NA,NA,NA,730,730,24.1,289.2,NA,NA,acceptable,6350,289.2,NA,NA,NA,289.2,NA
Cygnus_cygnus,Cygnus cygnus,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Whooper swan,NA,NA,NA,NA,1460,1460,26.7,320.4,NA,NA,acceptable,9350,318,NA,NA,NA,320.4,NA
Cygnus_olor,Cygnus olor,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Mute swan,NA,NA,NA,NA,1095,1095,40,480,NA,NA,acceptable,8300,840,NA,NA,14.77854,480,DIU
Cymatogaster_aggregata,Cymatogaster aggregata,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Shiner perch,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,NA,96,NA,NA,NA,96,NA
Cynanthus_latirostris,Cynanthus latirostris,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Broad-billed hummingbird,NA,NA,NA,NA,365,365,8.8,105.6,NA,NA,acceptable,3.3,105.6,NA,NA,NA,105.6,DIU
Cynictis_penicillata,Cynictis penicillata,Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,Yellow mongoose,694.41,NA,182.4,350.57,730,NA,15.2,182.4,NA,NA,acceptable,598.5,182.4,NA,NA,NA,182.4,NA
Cynomys_ludovicianus,Cynomys ludovicianus,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Black-tailed prairie dog,797.05,1112.3,102,696.9,730,730,15,180,2.358,1112.3,acceptable,1125,132,1112.3,2.366666667,NA,141,NA
Cynops_ensicauda,Cynops ensicauda,Chordata,Amphibia,Caudata,Salamandridae,Cynops,Brown newt,NA,NA,NA,NA,NA,NA,17.9,214.8,NA,NA,acceptable,NA,214.8,NA,NA,NA,214.8,NA
Cynops_pyrrhogaster,Cynops pyrrhogaster,Chordata,Amphibia,Caudata,Salamandridae,Cynops,Japanese firebelly newt,NA,NA,NA,NA,913,913,25,300,NA,NA,acceptable,6.7,300,NA,NA,NA,300,NA
Cynopterus_brachyotis,Cynopterus brachyotis,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Lesser short-nosed fruit bat,33.87,37.4,96,251.71,213,213,10.1,121.2,0.262,37.2,acceptable,45,121.2,29,NA,0.88,108.6,NA
Cynopterus_sphinx,Cynopterus sphinx,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Greater short-nosed fruit bat,44.71,NA,NA,312.99,150,525,10,120,NA,NA,acceptable,75,120,NA,NA,NA,120,NA
Cynoscion_nebulosus,Cynoscion nebulosus,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Spotted seatrout,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,4356,216,NA,NA,NA,216,NA
Cyprinella_analostana,Cyprinella analostana,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,Satinfin shiner,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Cyprinella_galactura,Cyprinella galactura,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,Whitetail shiner,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Cyprinella_lutrensis,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,Red shiner,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Cyprinella_spiloptera,Cyprinella spiloptera,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,Spotfin shiner,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Cyprinella_whipplei,Cyprinella whipplei,Chordata,Teleostei,Cypriniformes,Leuciscidae,Cyprinella,Steelcolor shiner,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Cyprinodon_macularius,Cyprinodon macularius,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Desert pupfish,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Cyprinodon_radiosus,Cyprinodon radiosus,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Owens pupfish,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Cyprinodon_tularosa,Cyprinodon tularosa,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,White sands pupfish,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Cyprinus_carpio,Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,Common carp,NA,NA,NA,NA,1095,1095,47,564,NA,NA,acceptable,10600,564,NA,NA,NA,564,NA
Cypseloides_niger,Cypseloides niger,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,Black swift,NA,NA,NA,NA,365,365,16.1,193.2,NA,NA,acceptable,45,193.2,NA,NA,NA,193.2,NA
Cyrtodaria_siliqua,Cyrtodaria siliqua,Mollusca,Bivalvia,Myoida,Hiatellidae,Cyrtodaria,Northern propellerclam,NA,NA,NA,NA,NA,NA,105,1260,NA,NA,acceptable,NA,NA,NA,NA,NA,1260,NA
Daboia_russelii,Daboia russelii,Chordata,Reptilia,Squamata,Viperidae,Daboia,Russell's viper,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,1306,180,NA,NA,NA,180,NOC
Dacelo_novaeguineae,Dacelo novaeguineae,Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Laughing kookaburra,NA,NA,NA,NA,365,365,26.8,321.6,NA,NA,acceptable,305,321.6,281,NA,4.46516,321.6,NA
Dactylopsila_trivirgata,Dactylopsila trivirgata,Chordata,Mammalia,Diprotodontia,Petauridae,Dactylopsila,Striped possum,413.41,NA,115,NA,NA,NA,9.6,115.2,NA,NA,acceptable,318,115.2,NA,NA,NA,115.1,NA
Dalatias_licha,Dalatias licha,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,Dalatias,Kitefin shark,NA,NA,NA,NA,2496,NA,18.4,220.8,NA,NA,acceptable,NA,220.8,NA,NA,NA,220.8,NA
Dallia_pectoralis,Dallia pectoralis,Chordata,Teleostei,Esociformes,Umbridae,Dallia,Alaska blackfish,NA,NA,NA,NA,912,912,8,96,NA,NA,acceptable,201.3,96,NA,NA,NA,96,NA
Dama_dama,Dama dama,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Fallow deer,57224.61,NA,300,543.28,487,507,27,324,NA,NA,acceptable,70000,253.2,NA,NA,NA,312,NA
Damaliscus_lunatus,Damaliscus lunatus,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,Topi,136000.33,NA,216,665.3,639,NA,35,420,NA,NA,acceptable,110000,283.2,NA,NA,NA,318,NA
Damaliscus_pygargus,Damaliscus pygargus,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,"Bontebok, or Sassaby, or Blesbok",77784.55,NA,260.04,620.76,707,NA,23,276,NA,NA,high,84500,276,62500,NA,254.6,268.02,NA
Danio_rerio,Danio rerio,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio,Zebra danio or zebrafish,NA,NA,NA,NA,NA,NA,5.5,66,NA,NA,high,5,66,NA,NA,NA,66,NA
Daphnia_pulicaria,Daphnia pulicaria,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Daphnia,NA,NA,NA,NA,NA,NA,0.19,2.28,NA,NA,acceptable,NA,NA,NA,NA,NA,2.28,NA
Daphoenositta_chrysoptera,Daphoenositta chrysoptera,Chordata,Aves,Passeriformes,Neosittidae,Daphoenositta,Varied sittella,NA,NA,NA,NA,NA,NA,6.9,82.8,NA,NA,acceptable,NA,NA,11.8,NA,0.63196,82.8,DIU
Daption_capense,Daption capense,Chordata,Aves,Procellariiformes,Procellariidae,Daption,Cape petrel,NA,NA,NA,NA,2192,NA,28.5,342,NA,NA,acceptable,408.6,300,440,NA,5.20072,342,NA
Dasyatis_americana,Dasyatis americana,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Southern stingray,NA,NA,NA,NA,2008,NA,18,216,NA,NA,acceptable,74580,216,NA,NA,NA,216,NA
Dasyatis_chrysonota,Dasyatis chrysonota,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Blue stingray,NA,NA,NA,NA,2555,NA,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Dasyatis_dipterura,Dasyatis dipterura,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Diamond stingray,NA,NA,NA,NA,3468,NA,28,336,NA,NA,acceptable,NA,336,NA,NA,NA,336,NA
Dasyatis_pastinaca,Dasyatis pastinaca,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Common stingray,NA,NA,NA,NA,1350,NA,21,252,NA,NA,acceptable,NA,252,NA,NA,NA,252,NA
Dasycercus_cristicauda,Dasycercus cristicauda,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,Mulgara,99.54,91,84,364.12,315,315,7.4,88.8,0.26,91,acceptable,115,88.8,70,NA,1.28464,86.4,NA
Dasyornis_brachypterus,Dasyornis brachypterus,Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis,Eastern bristlebird,NA,NA,NA,NA,NA,NA,4.8,57.6,NA,NA,acceptable,NA,NA,45,NA,1.5022,57.6,NA
Dasypeltis_scabra,Dasypeltis scabra,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,"Rhombic egg eater, or African egg-eating snake",NA,NA,NA,NA,NA,NA,22.1,265.2,NA,NA,acceptable,72.25,265.2,NA,NA,NA,265.2,NA
Dasyprocta_azarae,Dasyprocta azarae,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Azara's agouti,2976.81,3849,NA,NA,NA,NA,11.8,141.6,10.521,3849,acceptable,2650,141.6,3849,10.47783333,NA,141.6,NA
Dasyprocta_cristata,Dasyprocta cristata,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Crested agouti,2650.03,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,2650,168,NA,NA,NA,168,NA
Dasyprocta_fuliginosa,Dasyprocta fuliginosa,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Black agouti,3500.02,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,3500,216,NA,NA,NA,216,NA
Dasyprocta_leporina,Dasyprocta leporina,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,"Red-rumped agouti, or Agouti",3009.99,2687,213.6,NA,193,NA,17.8,213.6,8.694,2687,high,3265,213.6,2687,8.658111111,NA,213.6,NA
Dasyprocta_mexicana,Dasyprocta mexicana,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Mexican agouti,4999.99,NA,NA,NA,NA,NA,13.1,157.2,NA,NA,acceptable,2700,157.2,NA,NA,NA,157.2,NA
Dasyprocta_prymnolopha,Dasyprocta prymnolopha,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Black-rumped agouti,2900,NA,NA,NA,NA,NA,16.3,195.6,NA,NA,acceptable,2900,195.6,NA,NA,NA,195.6,NA
Dasyprocta_punctata,Dasyprocta punctata,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Central American agouti,2309.12,NA,120,NA,487,NA,13.8,165.6,NA,NA,acceptable,2150,165.6,3786,NA,29.39666667,142.8,DIU
Dasyprocta_ruatanica,Dasyprocta ruatanica,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,"Ruatan island agouti, or Ruatan agouti",NA,NA,NA,NA,NA,NA,13.7,164.4,NA,NA,acceptable,NA,164.4,NA,NA,NA,164.4,NA
Dasypus_novemcinctus,Dasypus novemcinctus,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Nine-banded armadillo,3949.01,3510,180,511.16,365,365,22.3,267.6,4.655,3413.7,acceptable,5500,267.6,2743.5,NA,8.5,223.8,NOC
Dasyuroides_byrnei,Dasyuroides byrnei,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,Kowari,109.47,102.75,84,299.95,238,216,8,96,0.439,100,acceptable,105,96,98.4,NA,1.554,90,NA
Dasyurus_geoffroii,Dasyurus geoffroii,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Western quoll,1106.62,1227,60,417.36,365,NA,6.2,74.4,2.991,1326.7,acceptable,890,74.4,760,NA,5.35612,67.2,NA
Dasyurus_hallucatus,Dasyurus hallucatus,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Northern quoll,470.92,584,34.8,374.16,315,315,5.9,70.8,1.501,571,acceptable,525,70.8,513,NA,3.50168,52.8,NA
Dasyurus_maculatus,Dasyurus maculatus,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,"Tiger quoll, or Australian tiger cat",3284.15,1782,60,374.39,340,340,6.8,81.6,3.142,1782,acceptable,5500,81.6,2599,NA,9.74876,70.8,NA
Dasyurus_viverrinus,Dasyurus viverrinus,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Eastern quoll,1101.49,910,81.6,372.1,335,335,6.8,81.6,2.26,945.3,acceptable,1090,81.6,NA,NA,5.16094,81.6,NA
Daubentonia_madagascariensis,Daubentonia madagascariensis,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Aye-aye,2731.37,NA,291.6,834.72,882,NA,32.3,387.6,NA,NA,acceptable,2277.5,387.6,2800,NA,45.15,339.6,NOC
Deania_calcea,Deania calcea,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Deania,Birdbeak dogfish,NA,NA,NA,NA,9125,NA,35,420,NA,NA,acceptable,NA,420,NA,NA,NA,420,NA
Deirochelys_reticularia,Deirochelys reticularia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys,Chicken turtle,NA,NA,NA,NA,1825,912,24,288,NA,NA,acceptable,910.5,288,NA,NA,NA,288,DIU
Delichon_urbicum,Delichon urbicum,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Common house-martin and northern house-martin,NA,NA,NA,NA,365,365,15,180,NA,NA,acceptable,14.5,180,NA,NA,NA,180,NA
Delphinapterus_leucas,Delphinapterus leucas,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,Beluga,1381640.73,NA,480,2104.57,1644,2283,40,480,NA,NA,acceptable,1430000,480,NA,NA,NA,480,NA
Delphinus_delphis,Delphinus delphis,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,Short-beaked saddleback dolphin,79271.69,NA,240,1473.2,1754,1583,25,300,NA,NA,acceptable,NA,NA,NA,NA,NA,270,NA
Deltistes_luxatus,Deltistes luxatus,Chordata,Teleostei,Cypriniformes,Catostomidae,Deltistes,Lost river sucker,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,NA,216,NA,NA,NA,216,NA
Dendragapus_obscurus,Dendragapus obscurus,Chordata,Aves,Galliformes,Phasianidae,Dendragapus,Blue grouse,NA,NA,NA,NA,365,365,14,168,4.957,1131,acceptable,1058.5,168,NA,NA,NA,168,NA
Dendroaspis_angusticeps,Dendroaspis angusticeps,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Green mamba,NA,NA,NA,NA,NA,NA,18.8,225.6,NA,NA,acceptable,NA,225.6,NA,NA,NA,225.6,NA
Dendroaspis_jamesoni,Dendroaspis jamesoni,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Jameson's mamba,NA,NA,NA,NA,NA,NA,13.1,157.2,NA,NA,acceptable,19310,157.2,NA,NA,NA,157.2,NA
Dendroaspis_polylepis,Dendroaspis polylepis,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,Black mamba,NA,NA,NA,NA,NA,NA,26.2,314.4,NA,NA,acceptable,30758,314.4,NA,NA,NA,314.4,DIU
Dendroaspis_viridis,Dendroaspis viridis,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,"Western green mamba, or Green mamba",NA,NA,NA,NA,NA,NA,18.7,224.4,NA,NA,acceptable,NA,224.4,NA,NA,NA,224.4,NA
Dendrobates_auratus,Dendrobates auratus,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Green and black dart-poison frog,NA,NA,NA,NA,365,365,20.5,246,NA,NA,acceptable,NA,246,NA,NA,NA,246,DIU
Dendrobates_leucomelas,Dendrobates leucomelas,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Yellow-banded poison frog,NA,NA,NA,NA,75,75,11.5,138,NA,NA,acceptable,NA,138,NA,NA,NA,138,DIU
Dendrocincla_anabatina,Dendrocincla anabatina,Chordata,Aves,Passeriformes,Furnariidae,Dendrocincla,Tawny-winged woodcreeper,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,NA,NA,NA,NA,NA,132,NA
Dendrocopos_leucotos,Dendrocopos leucotos,Chordata,Aves,Piciformes,Picidae,Dendrocopos,White-backed woodpecker,NA,NA,NA,NA,NA,NA,15.9,190.8,NA,NA,acceptable,117,190.8,NA,NA,NA,190.8,DIU
Dendrocopos_major,Dendrocopos major,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Great spotted woodpecker,NA,NA,NA,NA,365,365,12.7,152.4,NA,NA,acceptable,75.1,152.4,NA,NA,NA,152.4,DIU
Dendrocopos_medius,Dendrocopos medius,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Middle spotted woodpecker,NA,NA,NA,NA,365,365,9.3,111.6,NA,NA,acceptable,59,96,NA,NA,NA,111.6,DIU
Dendrocopos_minor,Dendrocopos minor,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Lesser spotted woodpecker,NA,NA,NA,NA,365,365,9.8,117.6,NA,NA,acceptable,19.8,117.6,NA,NA,NA,117.6,NA
Dendrocopos_syriacus,Dendrocopos syriacus,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Syrian woodpecker,NA,NA,NA,NA,NA,NA,10.9,130.8,NA,NA,acceptable,76.8,130.8,NA,NA,NA,130.8,NA
Dendrocygna_autumnalis,Dendrocygna autumnalis,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Black-bellied whistling duck,NA,NA,NA,NA,365,365,8.2,98.4,NA,NA,acceptable,828,98.4,NA,NA,NA,98.4,ARR
Dendrocygna_viduata,Dendrocygna viduata,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,White-faced whistling duck,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,610,144,NA,NA,4.47034,144,NA
Dendrohyrax_arboreus,Dendrohyrax arboreus,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,"Southern tree hyrax, or Tree hyrax",2981.11,NA,147.6,510.44,365,365,13.6,163.2,NA,NA,acceptable,3000,163.2,NA,NA,NA,155.4,NA
Dendrolagus_dorianus,Dendrolagus dorianus,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Doria's tree kangaroo,8976.58,NA,96,NA,NA,NA,19,228,NA,NA,acceptable,9581,228,7879,NA,33.4628,162,NA
Dendrolagus_goodfellowi,Dendrolagus goodfellowi,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Goodfellow's tree kangaroo,7948.78,NA,252,NA,897,NA,23.6,283.2,NA,NA,acceptable,7400,283.2,5968,NA,29.4224,267.6,NA
Dendrolagus_inustus,Dendrolagus inustus,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Grizzled tree kangaroo,12625,NA,240,578.24,510,730,23.8,285.6,NA,NA,acceptable,11400,285.6,10119,NA,31.1836,262.8,NA
Dendrolagus_matschiei,Dendrolagus matschiei,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Matschie's tree kangaroo,8293.4,6960,286,949.16,845,NA,26.9,322.8,7.96,6960,acceptable,7200,322.8,4160,NA,28.49,304.4,NA
Dendrolagus_ursinus,Dendrolagus ursinus,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Black tree kangaroo,13249.99,NA,242.4,NA,NA,NA,20,240,NA,NA,acceptable,8000,240,5009,NA,27.2468,241.2,NA
Dendromus_melanotis,Dendromus melanotis,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,Gray climbing mouse,9.1,NA,NA,NA,NA,NA,4.2,50.4,NA,NA,acceptable,7.4,50.4,NA,NA,NA,50.4,NOC
Dendromus_mesomelas,Dendromus mesomelas,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,Brant's climbing mouse,10.2,NA,39.6,NA,NA,NA,3.3,39.6,NA,NA,acceptable,13,39.6,NA,NA,NA,39.6,NA
Dermatemys_mawii,Dermatemys mawii,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys,Central american river turtle,NA,NA,NA,NA,NA,NA,11.3,135.6,NA,NA,acceptable,12500,135.6,NA,NA,NA,135.6,NOC
Dermochelys_coriacea,Dermochelys coriacea,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,Leatherback sea turtle,NA,NA,NA,NA,4748,NA,30,360,NA,NA,acceptable,420000,360,NA,NA,NA,360,ARR
Dermophis_mexicanus,Dermophis mexicanus,Chordata,Amphibia,Gymnophiona,Dermophiidae,Dermophis,Mexican burrowing caecilian,NA,NA,NA,NA,NA,NA,13.8,165.6,NA,NA,acceptable,NA,165.6,NA,NA,NA,165.6,NOC
Deroptyus_accipitrinus,Deroptyus accipitrinus,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,Red-fan parrot,NA,NA,NA,NA,NA,NA,21.8,261.6,NA,NA,acceptable,246,261.6,NA,NA,NA,261.6,NA
Desmodillus_auricularis,Desmodillus auricularis,Chordata,Mammalia,Rodentia,Muridae,Desmodillus,Cape short-eared gerbil,54.81,71.93,NA,NA,NA,NA,6.1,73.2,0.49,71.9,acceptable,54.5,73.2,NA,NA,NA,73.2,NA
Desmodus_rotundus,Desmodus rotundus,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Vampire bat,33.16,29.4,234,NA,285,285,29.2,350.4,0.194,29.4,acceptable,33.2,350.4,28,NA,0.936,292.2,NA
Desmognathus_monticola,Desmognathus monticola,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Seal salamander,NA,NA,NA,NA,1642,1277,17.7,212.4,NA,NA,acceptable,8.2,212.4,NA,NA,NA,212.4,NOC
Desmognathus_ochrophaeus,Desmognathus ochrophaeus,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Allegheny mountain dusky salamander,NA,NA,NA,NA,1280,1280,19.8,237.6,NA,NA,acceptable,0.6,237.6,NA,NA,NA,237.6,NOC
Desmognathus_quadramaculatus,Desmognathus quadramaculatus,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Black-bellied salamander,NA,NA,NA,NA,1280,1280,15,180,0.00411,14.1,acceptable,14.34,180,NA,NA,NA,180,NOC
Desmognathus_welteri,Desmognathus welteri,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Black mountain salamander,NA,NA,NA,NA,1642,1642,20,240,NA,NA,acceptable,NA,240,NA,NA,NA,240,NA
Diaglena_spatulata,Diaglena spatulata,Chordata,Amphibia,Anura,Hylidae,Diaglena,Treefrog,NA,NA,NA,NA,NA,NA,12.8,153.6,NA,NA,acceptable,100,153.6,NA,NA,NA,153.6,NA
Dicaeum_hirundinaceum,Dicaeum hirundinaceum,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,Mistletoebird,NA,NA,NA,NA,NA,NA,9.7,116.4,NA,NA,acceptable,NA,NA,9,NA,0.38332,116.4,NA
Dicamptodon_ensatus,Dicamptodon ensatus,Chordata,Amphibia,Caudata,Ambystomatidae,Dicamptodon,California giant salamander,NA,NA,NA,NA,NA,NA,16.9,202.8,NA,NA,acceptable,NA,202.8,NA,NA,NA,202.8,NA
